loottable_id|lootdrop_id|multiplier|probability|droplimit|mindrop|multiplier_min
1|108869|1|100|0|0|0
1|108870|1|100|0|0|0
1|108871|1|100|0|0|0
2|112939|1|100|0|0|0
2|112940|1|100|1|0|0
65|23163|1|100|1|1|0
65|105884|1|100|0|0|0
106|246|3|50|1|1|2
106|114238|1|100|0|0|0
118|272|1|25|1|0|0
118|273|1|40|1|0|0
118|103336|1|100|1|0|0
118|105447|1|20|1|0|0
129|23129|1|100|6|6|0
129|110586|1|100|2|2|0
129|112819|1|100|0|0|0
130|23128|1|100|6|6|0
130|110586|1|100|2|2|0
130|112819|1|100|0|0|0
131|23130|1|100|6|6|0
131|110586|1|100|2|2|0
131|112819|1|100|0|0|0
146|102373|1|100|1|1|0
146|103794|1|100|1|0|0
146|103795|1|100|0|0|0
146|103796|1|100|0|0|0
146|105871|1|100|0|0|0
154|23127|1|100|6|6|0
154|110586|1|100|2|2|0
154|112819|1|100|0|0|0
162|369|1|100|1|0|0
162|387|1|100|0|0|0
162|100521|1|100|1|0|0
162|104581|1|9|0|0|0
168|383|1|100|1|0|0
168|385|1|100|0|0|0
168|387|1|100|0|0|0
168|100521|1|100|1|0|0
168|116166|1|50|0|0|0
215|526|1|100|1|1|0
215|90975|1|100|1|1|0
217|529|1|100|1|1|0
217|22274|1|100|1|1|0
217|100521|1|100|0|0|0
223|543|1|100|1|1|0
223|116366|1|100|0|0|0
223|116395|1|100|0|0|0
232|556|1|100|1|0|0
236|561|1|100|0|0|0
236|100511|1|100|0|0|0
240|566|1|100|1|0|0
240|105877|1|100|0|0|0
253|593|1|100|1|1|0
253|105869|1|100|0|0|0
253|107197|1|100|0|0|0
253|107543|1|100|0|0|0
265|617|1|100|0|0|0
265|105871|1|100|0|0|0
265|105885|1|100|1|0|0
265|112995|1|100|0|0|0
300|694|1|100|1|0|0
300|116390|1|100|1|0|0
372|843|1|100|1|1|0
376|848|1|100|1|1|0
378|851|1|100|1|1|0
379|852|1|100|1|1|0
379|22673|1|100|1|1|0
416|940|1|100|1|1|0
416|941|1|35|1|0|0
416|105877|1|100|1|0|0
417|942|1|100|1|0|0
466|1056|1|100|1|0|0
466|105885|1|100|1|0|0
485|1103|1|100|0|0|0
485|105869|1|100|1|0|0
490|90116|1|100|1|1|0
490|105871|1|100|0|0|0
490|105885|1|100|0|0|0
545|1220|1|100|1|1|0
545|92998|1|100|0|0|0
545|105871|1|100|0|0|0
546|1221|1|100|1|1|0
546|105871|1|100|0|0|0
546|115779|1|100|0|0|0
548|1223|1|100|1|1|0
548|107332|1|100|0|0|0
550|1228|1|100|1|1|0
550|97652|1|100|0|0|0
553|1234|1|100|1|1|0
553|1235|1|100|1|0|0
556|1238|1|100|1|1|0
556|105873|1|100|0|0|0
556|106888|1|100|1|0|0
556|115674|1|100|0|0|0
561|1245|1|100|1|1|0
566|1255|1|100|1|1|0
566|102166|1|100|1|0|0
566|102840|1|100|1|0|0
566|103336|1|100|1|0|0
566|105875|1|100|0|0|0
566|115505|1|100|0|0|0
591|1299|1|100|1|1|0
591|105871|1|100|0|0|0
592|1300|1|100|1|1|0
592|105869|1|100|0|0|0
594|1302|1|100|1|0|0
602|1314|1|100|1|1|0
602|103336|1|100|1|0|0
602|105888|1|100|1|0|0
602|106084|1|10|1|0|0
602|106087|1|100|1|0|0
602|116308|1|100|0|0|0
607|1323|1|100|1|0|0
607|1325|1|100|0|0|0
607|11386|1|100|0|0|0
607|13064|1|100|0|0|0
607|13466|1|20|0|0|0
607|115456|1|50|0|0|0
614|1334|1|100|1|1|0
614|105875|1|100|0|0|0
616|1336|1|100|1|1|0
616|105107|1|100|0|0|0
616|105869|1|100|0|0|0
700|1507|1|100|1|0|0
700|1508|1|100|0|0|0
700|1509|1|100|1|0|0
700|100511|1|100|0|0|0
700|105877|1|100|0|0|0
700|116035|1|100|0|0|0
720|1556|1|25|1|0|0
720|1557|1|100|1|1|0
720|107759|1|100|1|1|0
927|1881|1|100|1|1|0
927|105869|1|100|0|0|0
964|1953|1|100|1|0|0
964|105869|1|100|1|0|0
964|107123|1|10|0|0|0
974|1972|1|100|1|1|0
983|1986|1|100|1|1|0
983|90525|1|100|0|0|0
983|100521|1|100|1|0|0
983|104378|1|100|1|0|0
983|104581|1|15|0|0|0
984|1987|1|100|1|1|0
984|100521|1|100|0|0|0
984|106040|1|100|0|0|0
984|106041|1|100|0|0|0
1031|2082|1|100|2|2|0
1031|13466|4|100|0|0|0
1031|96411|1|50|0|0|0
1055|99671|1|100|0|0|0
1055|99672|1|100|1|0|0
1055|100511|1|100|1|0|0
1055|103471|1|100|0|0|0
1061|7870|2|100|0|0|0
1061|13466|1|2|0|0|0
1061|96612|1|75|0|0|0
1061|115325|1|100|0|0|0
1061|115433|1|1|0|0|0
1061|115434|1|100|0|0|0
1062|7870|2|100|0|0|0
1062|13466|1|2|0|0|0
1062|96612|1|75|1|0|0
1062|115325|1|100|0|0|0
1062|115434|1|100|0|0|0
1075|2186|1|100|1|1|0
1075|105875|1|100|0|0|0
1080|2198|1|25|1|1|0
1080|22886|3|100|0|0|0
1080|115288|1|100|0|0|0
1082|2202|1|100|1|0|0
1082|2203|1|20|1|0|0
1082|2204|1|67|0|0|0
1082|7870|1|100|0|0|0
1082|9523|1|11|0|0|0
1082|13466|1|2|0|0|0
1083|2198|1|25|1|1|0
1083|22888|3|100|0|0|0
1083|115288|1|100|0|0|0
1085|2198|1|25|1|1|0
1085|22889|3|100|0|0|0
1085|115288|1|100|0|0|0
1094|2223|1|100|1|1|0
1094|105875|1|100|1|0|0
1094|106216|1|100|1|0|0
1094|106217|1|100|0|0|0
1094|106218|1|100|1|0|0
1094|107543|1|100|1|0|0
1097|2228|1|100|1|1|0
1097|102156|1|100|0|0|0
1097|105878|1|100|1|0|0
1164|2353|1|100|1|1|0
1164|100521|1|100|0|0|0
1164|106040|1|100|0|0|0
1164|106041|1|100|0|0|0
1266|387|1|100|0|0|0
1266|2469|1|100|1|0|0
1266|100521|1|100|1|0|0
1266|106792|1|100|1|0|0
1266|106793|1|100|1|0|0
1280|387|1|100|0|0|0
1280|2491|1|100|1|0|0
1280|100521|1|100|1|0|0
1280|106732|1|100|0|0|0
1336|2581|1|100|1|0|0
1337|2582|1|100|1|0|0
1337|105875|1|100|0|0|0
1337|105885|1|100|1|0|0
1337|116350|1|100|1|1|0
1342|2582|1|100|1|0|0
1342|100511|1|100|0|0|0
1342|105885|1|100|1|0|0
1342|116350|1|100|1|1|0
1351|2582|1|100|1|0|0
1351|105873|1|100|0|0|0
1351|105885|1|100|1|0|0
1351|116350|1|100|1|1|0
1354|2582|1|100|1|0|0
1354|105873|1|100|0|0|0
1354|105885|1|100|1|0|0
1354|116350|1|100|1|1|0
1357|2582|1|100|1|0|0
1357|105877|1|100|0|0|0
1357|105885|1|100|1|0|0
1357|116350|1|100|1|1|0
1358|2582|1|100|1|0|0
1358|105877|1|100|0|0|0
1358|105885|1|100|1|0|0
1358|116350|1|100|1|0|0
1391|2664|1|100|0|0|0
1431|2726|1|100|1|0|0
1436|2731|1|25|1|0|0
1436|98520|1|100|1|0|0
1436|105875|1|100|0|0|0
1443|2738|1|100|1|0|0
1505|2906|1|25|1|0|0
1505|105869|1|100|0|0|0
1505|107543|1|100|1|0|0
1522|105875|1|100|1|0|0
1522|105885|1|100|1|0|0
1522|106372|1|100|1|0|0
1522|107543|1|100|0|0|0
1532|2965|1|100|1|0|0
1532|100511|1|100|0|0|0
1532|105541|1|100|0|0|0
1532|105542|1|100|0|0|0
1557|3015|1|25|1|0|0
1596|3067|1|25|1|0|0
1596|105885|1|100|0|0|0
1598|3069|1|25|1|0|0
1598|105875|1|100|0|0|0
1617|3101|1|40|1|1|0
1617|3102|1|100|0|0|0
1657|3190|1|100|1|0|0
1657|3191|1|100|1|0|0
1657|3204|1|100|1|0|0
1657|23170|1|100|1|0|0
1696|3301|1|25|1|0|0
1697|3302|1|25|1|0|0
1703|3314|1|100|1|1|0
1703|3315|1|100|1|1|0
1703|90927|1|100|1|1|0
1703|103336|1|100|1|0|0
1703|105875|1|100|1|0|0
1703|115503|1|100|0|0|0
1720|3349|1|100|1|0|0
1720|91861|1|100|0|0|0
1726|3362|1|100|1|0|0
1726|3363|1|100|1|0|0
1727|3364|1|100|1|0|0
1727|3365|1|100|1|1|0
1731|3371|1|100|1|1|0
1731|3372|1|35|1|0|0
1732|3373|1|100|1|1|0
1732|3374|1|100|1|1|0
1819|3503|1|100|1|1|0
1819|105869|1|100|0|0|0
1867|3581|1|100|1|0|0
1867|3582|1|100|1|0|0
1867|3583|1|100|1|1|0
1867|105875|1|100|1|0|0
1867|106940|1|100|0|0|0
1867|107123|1|10|0|0|0
1898|13550|1|65|0|0|0
1898|90899|1|100|0|0|0
1898|98708|1|75|0|0|0
1898|98709|1|100|1|0|0
1898|98789|1|85|0|0|0
1898|115174|1|100|0|0|0
1898|115228|1|100|0|0|0
1898|115232|1|100|0|0|0
1898|115242|1|100|0|0|0
1898|115243|1|100|0|0|0
1900|13550|1|65|0|0|0
1900|90899|1|100|0|0|0
1900|98708|1|85|0|0|0
1900|98789|1|85|0|0|0
1900|98854|1|100|1|0|0
1900|115174|1|100|0|0|0
1900|115228|1|100|0|0|0
1900|115232|1|100|0|0|0
1908|3662|1|25|1|0|0
1913|3670|1|100|1|1|0
1913|105873|1|100|0|0|0
1913|106345|1|10|1|0|0
1913|116333|1|100|0|0|0
1931|3692|1|66|1|1|0
1931|115288|1|100|0|0|0
1958|387|1|100|0|0|0
1958|3730|1|100|1|0|0
1958|3732|1|100|1|0|0
1958|100521|1|100|1|0|0
1999|3810|1|100|2|2|0
1999|13466|4|100|0|0|0
1999|96411|1|25|0|0|0
2064|3915|1|100|2|2|0
2064|7870|1|100|0|0|0
2064|13466|1|50|0|0|0
2064|115430|1|100|0|0|0
2083|3947|1|100|2|2|0
2083|23110|2|100|1|0|1
2083|96411|4|100|0|0|0
2083|115474|1|50|0|0|0
2090|3958|2|50|1|1|1
2091|3959|2|50|1|1|1
2091|114245|1|100|0|0|0
2173|4063|1|100|1|0|0
2176|4066|1|25|1|0|0
2181|4076|1|100|0|0|0
2181|39741|1|100|1|1|0
2183|4078|1|100|1|0|0
2183|100511|1|50|1|0|0
2183|105279|1|100|1|0|0
2183|105875|1|50|1|0|0
2183|115506|1|100|0|0|0
2183|116349|1|100|1|1|0
2189|4084|1|25|1|0|0
2191|4086|1|25|1|0|0
2207|4111|1|100|1|0|0
2208|4113|1|100|1|1|0
2208|4114|1|100|1|0|0
2261|4223|1|100|1|1|0
2261|105869|1|100|0|0|0
2265|4228|1|100|1|1|0
2265|105873|1|100|0|0|0
2265|116035|1|100|1|0|0
2265|116063|1|100|0|0|0
2266|4229|1|25|1|0|0
2266|105873|1|100|0|0|0
2266|106908|1|100|1|0|0
2266|115674|1|100|0|0|0
2308|387|1|100|0|0|0
2308|4308|1|100|1|0|0
2308|100521|1|100|1|0|0
2311|4315|1|100|1|0|0
2311|6078|1|100|0|0|0
2311|22768|1|100|0|0|0
2311|39713|1|40|0|0|0
2311|96411|1|45|0|0|0
2311|115474|1|20|0|0|0
2312|4318|1|100|1|1|0
2312|4320|1|100|0|0|0
2312|96411|1|20|0|0|0
2312|97308|1|100|0|0|0
2312|115474|1|20|0|0|0
2314|4322|1|100|1|1|0
2314|115324|1|100|0|0|0
2314|115524|1|65|0|0|0
2314|115531|1|100|0|0|0
2314|115555|1|5|0|0|0
2314|115557|1|100|0|0|0
2317|4325|1|100|2|2|0
2317|96411|4|100|0|0|0
2317|115474|1|50|0|0|0
2420|4474|1|100|1|0|0
2420|39704|1|25|0|0|0
2420|111882|1|100|0|0|0
2520|4696|1|25|1|0|0
2521|4697|1|100|1|0|0
2533|4732|1|35|1|0|0
2533|18288|1|25|1|0|0
2533|116366|1|100|0|0|0
2539|4748|1|25|1|0|0
2539|105873|1|100|0|0|0
2539|115628|1|100|0|0|0
2541|4754|1|100|1|0|0
2541|4755|1|100|0|0|0
2544|4761|1|25|1|0|0
2544|39697|1|100|0|0|0
2551|4776|1|100|1|0|0
2551|105878|1|100|0|0|0
2551|116383|1|100|1|1|0
2558|4788|1|100|0|0|0
2558|4789|1|100|0|0|0
2558|7870|1|100|0|0|0
2558|7871|1|100|0|0|0
2558|13466|1|2|0|0|0
2564|4800|1|100|1|0|0
2564|4801|1|100|1|0|0
2593|4842|1|100|1|1|0
2593|13466|1|50|0|0|0
2593|22775|1|100|1|1|0
2593|96411|1|25|0|0|0
2604|4859|1|100|0|0|0
2604|4860|1|100|0|0|0
2604|9523|1|12|0|0|0
2604|13466|1|3|0|0|0
2627|4911|1|100|1|1|0
2627|4912|1|100|1|0|0
2627|102083|1|100|0|0|0
2628|4913|1|100|1|1|0
2628|105869|1|100|0|0|0
2628|106351|1|100|0|0|0
2634|4922|1|25|1|0|0
2697|6396|1|30|0|0|0
2697|11386|1|100|0|0|0
2697|11389|1|100|0|0|0
2697|13466|1|3|0|0|0
2697|13492|1|25|0|0|0
2697|116045|1|100|0|0|0
2812|5396|1|100|1|1|0
2812|108524|1|100|0|0|0
2823|5421|1|100|1|1|0
2823|7870|1|100|0|0|0
2823|96411|1|25|0|0|0
2823|115434|1|100|0|0|0
2823|115474|1|25|0|0|0
2823|115524|1|70|0|0|0
2824|5425|2|100|1|1|0
2824|12256|1|100|0|0|0
2824|23553|1|100|0|0|0
2824|90402|1|100|0|0|0
2824|96411|1|20|0|0|0
2824|115474|1|40|0|0|0
2824|115555|1|50|0|0|0
2857|5492|1|100|1|1|0
2873|5515|1|35|1|0|0
2880|5524|1|100|1|0|0
2880|105227|1|100|0|0|0
2927|5615|1|100|1|1|0
2960|5671|1|100|1|1|0
2960|100511|1|100|0|0|0
2960|116035|1|100|0|0|0
2960|116067|1|100|0|0|0
2971|5693|1|100|1|1|0
2974|5699|1|100|2|2|0
2974|13466|4|100|0|0|0
2974|96411|1|50|0|0|0
2982|90899|1|100|0|0|0
2982|98708|1|100|0|0|0
2982|98789|1|100|0|0|0
2982|98854|1|100|1|0|0
2982|115174|1|100|0|0|0
2982|115194|1|100|0|0|0
2982|115228|1|100|0|0|0
2982|115233|1|100|0|0|0
2982|115234|1|100|0|0|0
2982|115244|1|100|0|0|0
2984|5711|1|35|1|0|0
2984|100529|1|100|2|0|0
2984|100530|1|100|1|0|0
2991|5722|1|100|1|1|0
2991|5956|1|100|0|0|0
2991|13466|1|2|0|0|0
2991|115360|1|30|0|0|0
2991|115479|1|100|0|0|0
3005|5750|1|50|1|1|0
3005|13466|1|50|0|0|0
3005|22794|1|100|0|0|0
3005|96411|1|25|0|0|0
3007|5756|2|50|1|1|1
3007|9523|1|20|0|0|0
3007|96411|1|50|0|0|0
3007|115474|1|50|0|0|0
3008|5759|1|100|2|2|0
3008|13466|4|100|0|0|0
3008|96411|1|100|0|0|0
3015|5769|1|100|1|1|0
3019|5773|1|100|1|1|0
3020|5774|1|100|1|0|0
3022|5776|1|100|1|1|0
3059|3327|1|100|0|0|0
3059|5833|1|100|0|0|0
3059|116362|1|100|0|0|0
3063|100083|1|100|0|0|0
3063|100511|1|100|0|0|0
3063|116033|1|100|1|0|0
3098|5905|1|35|1|0|0
3098|18404|4|55|1|0|0
3098|116362|1|100|0|0|0
3122|5956|1|100|0|0|0
3122|5957|1|100|0|0|0
3122|7871|1|100|0|0|0
3122|96799|1|100|0|0|0
3122|115359|1|100|0|0|0
3122|115360|1|30|0|0|0
3124|5956|1|100|0|0|0
3124|7871|1|100|0|0|0
3124|96799|1|100|0|0|0
3124|115360|1|30|0|0|0
3125|5956|1|100|0|0|0
3125|5957|1|100|0|0|0
3125|5963|1|100|0|0|0
3125|115359|1|100|0|0|0
3125|115360|1|30|0|0|0
3125|115362|1|100|0|0|0
3126|5956|2|100|0|0|0
3126|5957|1|100|0|0|0
3126|5965|1|100|0|0|0
3126|115359|1|100|0|0|0
3126|115360|1|30|0|0|0
3127|5956|4|100|0|0|0
3127|13466|1|4|0|0|0
3127|115360|1|30|0|0|0
3127|115363|1|100|0|0|0
3129|5956|1|100|0|0|0
3129|5963|1|100|0|0|0
3129|5968|1|100|0|0|0
3129|115362|1|100|0|0|0
3134|5979|1|100|1|0|0
3137|5982|1|100|2|2|0
3137|96411|1|50|0|0|0
3137|115474|1|50|0|0|0
3164|6032|1|100|1|0|0
3164|6033|1|75|0|0|0
3165|6035|2|100|1|1|0
3165|12294|1|100|0|0|0
3165|90402|1|100|0|0|0
3165|96411|1|20|0|0|0
3165|115324|1|100|0|0|0
3165|115474|1|40|0|0|0
3165|115524|1|60|0|0|0
3165|115555|1|8|0|0|0
3168|6041|1|75|1|1|0
3168|22794|1|100|0|0|0
3175|6075|1|100|0|0|0
3175|7870|1|100|0|0|0
3175|9523|1|20|0|0|0
3175|22965|1|100|0|0|0
3175|39713|1|40|0|0|0
3175|96970|1|8|0|0|0
3175|115508|1|20|0|0|0
3179|7870|1|100|0|0|0
3179|39713|1|40|0|0|0
3179|96411|1|25|0|0|0
3179|96970|1|8|0|0|0
3179|115508|1|20|0|0|0
3179|115514|1|100|1|1|0
3180|6068|1|100|1|1|0
3180|7870|1|100|0|0|0
3180|39713|1|40|0|0|0
3180|96411|1|25|0|0|0
3180|115508|1|20|0|0|0
3181|6065|1|100|1|1|0
3181|7870|1|100|0|0|0
3181|39713|1|40|0|0|0
3181|96411|1|25|0|0|0
3181|96970|1|8|0|0|0
3181|115508|1|20|0|0|0
3182|6075|1|100|0|0|0
3182|6078|1|100|0|0|0
3182|7870|1|100|0|0|0
3182|9523|1|20|0|0|0
3182|22961|1|100|0|0|0
3182|39713|1|40|0|0|0
3183|6075|1|100|0|0|0
3183|6078|1|100|0|0|0
3183|7870|1|100|0|0|0
3183|9523|1|20|0|0|0
3183|22963|1|100|0|0|0
3183|39713|1|40|0|0|0
3187|6075|1|100|0|0|0
3187|6085|1|100|0|0|0
3187|7870|1|100|0|0|0
3187|9523|1|20|0|0|0
3187|23008|1|100|0|0|0
3187|39713|1|40|0|0|0
3189|6075|1|100|0|0|0
3189|6085|1|100|0|0|0
3189|7870|1|100|0|0|0
3189|9523|1|20|0|0|0
3189|22968|1|100|0|0|0
3189|39713|1|40|0|0|0
3192|6075|1|100|0|0|0
3192|6094|1|100|0|0|0
3192|7870|1|100|0|0|0
3192|9523|1|20|0|0|0
3192|22970|1|100|0|0|0
3192|39713|1|40|0|0|0
3199|6104|1|100|1|1|0
3199|96411|1|25|0|0|0
3200|6106|1|100|1|0|0
3200|22768|1|100|0|0|0
3200|39713|1|40|0|0|0
3200|96411|1|45|0|0|0
3200|96970|1|8|0|0|0
3200|115474|1|20|0|0|0
3200|115508|1|20|0|0|0
3201|6033|1|100|0|0|0
3201|6109|1|100|1|1|0
3201|7870|1|100|0|0|0
3201|91017|1|100|0|0|0
3201|115531|1|100|0|0|0
3201|115533|1|100|0|0|0
3202|6112|1|100|1|1|0
3212|6122|1|100|1|1|0
3212|7870|1|100|0|0|0
3212|96411|1|25|0|0|0
3212|115474|1|25|0|0|0
3212|115524|1|70|0|0|0
3213|6085|1|100|0|0|0
3213|6124|1|100|1|0|0
3213|22768|1|100|0|0|0
3213|96411|1|45|0|0|0
3213|115474|1|20|0|0|0
3214|11372|1|100|0|0|0
3214|12256|1|100|0|0|0
3214|23777|2|100|1|1|0
3214|90402|1|100|0|0|0
3214|96411|1|20|0|0|0
3214|115474|1|40|0|0|0
3214|115524|1|50|0|0|0
3214|115555|1|10|0|0|0
3217|6135|1|100|0|0|0
3217|6136|1|100|0|0|0
3217|7870|1|100|0|0|0
3217|13466|1|2|0|0|0
3217|96612|1|100|0|0|0
3217|96729|1|30|0|0|0
3217|115435|1|100|0|0|0
3219|6140|1|100|1|1|0
3219|12256|1|100|0|0|0
3219|23316|1|100|0|0|0
3219|115531|1|100|0|0|0
3220|6141|1|100|2|2|0
3220|13466|1|100|4|4|0
3220|96411|1|50|0|0|0
3222|6143|1|100|1|1|0
3222|90402|1|100|0|0|0
3222|96411|1|20|0|0|0
3222|115324|1|100|0|0|0
3222|115474|1|40|0|0|0
3222|115524|1|50|0|0|0
3222|115555|1|10|0|0|0
3222|115557|1|100|0|0|0
3224|6149|1|100|2|2|0
3224|96411|4|100|0|0|0
3224|115474|1|50|0|0|0
3226|6154|1|100|1|1|0
3226|96411|1|50|0|0|0
3227|6156|1|100|1|1|0
3227|7870|1|100|0|0|0
3227|13466|1|50|0|0|0
3227|96411|1|25|0|0|0
3227|115481|1|100|0|0|0
3228|6158|2|100|1|1|0
3228|11241|1|100|0|0|0
3228|12256|1|100|0|0|0
3228|90402|1|100|0|0|0
3228|96411|1|20|0|0|0
3228|96729|1|30|0|0|0
3228|115474|1|40|0|0|0
3229|6160|1|100|1|1|0
3229|7870|1|100|0|0|0
3229|19427|1|100|0|0|0
3229|115531|1|100|0|0|0
3231|6162|1|100|0|0|0
3231|7870|1|100|0|0|0
3231|13466|1|2|0|0|0
3231|115484|1|100|0|0|0
3231|115486|1|100|0|0|0
3231|115487|1|30|0|0|0
3232|6164|1|100|1|0|0
3232|6166|1|100|0|0|0
3232|9523|1|18|0|0|0
3232|11281|1|100|0|0|0
3232|11289|1|100|0|0|0
3232|11305|1|100|0|0|0
3232|96411|1|25|0|0|0
3232|115474|1|20|0|0|0
3232|115496|1|100|0|0|0
3234|6168|1|100|2|2|0
3234|13466|1|50|0|0|0
3237|6078|1|100|0|0|0
3237|6171|1|100|2|2|0
3237|22767|1|90|0|0|0
3237|39713|1|40|0|0|0
3237|96411|1|45|0|0|0
3237|115474|1|45|0|0|0
3238|6174|1|100|2|2|0
3238|13466|4|100|0|0|0
3238|96411|1|20|0|0|0
3239|4320|1|100|0|0|0
3239|6175|1|100|1|1|0
3239|96411|1|25|0|0|0
3239|97308|1|100|0|0|0
3239|115474|1|20|0|0|0
